dt_referencia;no_produto;no_tipo;vr_real;vr_dolar
2008-11-12;boi_gordo;boi;88.98;38.8
2008-11-12;milho;milho;20.59;8.98
2008-11-12;frango_congelado;frango;2.86;1.25
2008-11-12;cafe_robusta;cafe;222.21;96.91
2008-11-12;cafe_arabica;cafe;261.51;114.05
2008-11-12;bezerro_ms;bezerro;705.0;307.46
2008-11-12;soja_paranagua;soja;47.57;20.74
2008-11-13;algodao_8_dias;algodao;116.96;49.14
2008-11-13;cafe_robusta;cafe;222.87;93.64
2008-11-13;acucar_cristal_sao_paulo;acucar;30.79;12.94
2008-11-13;boi_gordo;boi;89.25;37.5
2008-11-13;soja_parana;soja;45.61;19.17
2008-11-13;frango_congelado;frango;2.86;1.2
2008-11-13;frango_resfriado;frango;2.82;1.18
2008-11-13;cafe_arabica;cafe;263.19;110.58
2008-11-13;milho;milho;20.48;8.6
2008-11-13;arroz_em_casca;arroz;32.84;13.8
2008-11-13;trigo_parana;trigo;473.36;198.89
2008-11-13;bezerro_ms;bezerro;704.61;296.05
2008-11-13;soja_paranagua;soja;48.28;20.28
2008-11-14;soja_parana;soja;45.35;19.98
2008-11-14;frango_congelado;frango;2.86;1.26
2008-11-14;soja_paranagua;soja;47.63;20.98
2008-11-14;cafe_arabica;cafe;261.42;115.16
2008-11-14;bezerro_ms;bezerro;704.18;310.21
2008-11-14;acucar_cristal_sao_paulo;acucar;30.68;13.52
2008-11-14;algodao_8_dias;algodao;116.2;51.19
2008-11-14;milho;milho;20.4;8.99
2008-11-14;trigo_parana;trigo;473.06;208.4
2008-11-14;cafe_robusta;cafe;223.11;98.29
2008-11-14;etanol_hidratado;etanol;0.7325;0.3225
2008-11-14;boi_gordo;boi;89.39;39.38
2008-11-14;etanol_hidratado_outros_fins;etanol;0.7617;0.3354
2008-11-14;frango_resfriado;frango;2.81;1.24
2008-11-14;etanol_anidro;etanol;0.9012;0.3968
2008-11-14;arroz_em_casca;arroz;32.85;14.47
2008-11-17;cafe_arabica;cafe;259.75;114.08
2008-11-17;bezerro_ms;bezerro;704.11;309.23
2008-11-17;frango_resfriado;frango;2.81;1.23
2008-11-17;cafe_robusta;cafe;222.78;97.84
2008-11-17;arroz_em_casca;arroz;32.83;14.42
2008-11-17;acucar_cristal_sao_paulo;acucar;30.71;13.49
2008-11-17;algodao_8_dias;algodao;116.19;51.03
2008-11-17;milho;milho;20.34;8.93
2008-11-17;trigo_parana;trigo;472.07;207.32
2008-11-17;soja_parana;soja;45.46;19.96
2008-11-17;frango_congelado;frango;2.86;1.26
2008-11-17;boi_gordo;boi;89.39;39.26
2008-11-17;soja_paranagua;soja;48.32;21.22
2008-11-18;milho;milho;20.29;8.73
2008-11-18;frango_resfriado;frango;2.81;1.21
2008-11-18;soja_parana;soja;45.73;19.67
2008-11-18;boi_gordo;boi;89.41;38.46
2008-11-18;soja_paranagua;soja;48.26;20.76
2008-11-18;acucar_cristal_sao_paulo;acucar;30.64;13.18
2008-11-18;bezerro_ms;bezerro;703.32;302.5
2008-11-18;frango_congelado;frango;2.86;1.23
2008-11-18;trigo_parana;trigo;470.1;202.19
2008-11-18;cafe_robusta;cafe;222.24;95.59
2008-11-18;arroz_em_casca;arroz;32.71;14.07
2008-11-18;cafe_arabica;cafe;261.12;112.31
2008-11-18;algodao_8_dias;algodao;116.15;49.96
2008-11-19;milho;milho;20.3;8.51
2008-11-19;bezerro_ms;bezerro;702.05;294.36
2008-11-19;boi_gordo;boi;89.21;37.4
2008-11-19;frango_resfriado;frango;2.79;1.17
2008-11-19;soja_parana;soja;46.68;19.57
2008-11-19;trigo_parana;trigo;468.14;196.28
2008-11-19;arroz_em_casca;arroz;32.75;13.73
2008-11-19;cafe_arabica;cafe;267.29;112.07
2008-11-19;acucar_cristal_sao_paulo;acucar;30.78;12.9
2008-11-19;frango_congelado;frango;2.83;1.19
2008-11-19;soja_paranagua;soja;49.3;20.67
2008-11-19;algodao_8_dias;algodao;115.97;48.62
2008-11-19;cafe_robusta;cafe;222.59;93.33
2008-11-20;arroz_em_casca;arroz;32.74;13.64
2008-11-20;soja_parana;soja;45.81;19.09
2008-11-20;cafe_arabica;cafe;260.73;108.64
2008-11-20;cafe_robusta;cafe;222.81;92.84
2008-11-20;boi_gordo;boi;89.17;37.15
2008-11-20;algodao_8_dias;algodao;115.97;48.32
2008-11-20;bezerro_ms;bezerro;701.76;292.4
2008-11-20;frango_resfriado;frango;2.79;1.16
2008-11-20;acucar_cristal_sao_paulo;acucar;30.65;12.77
2008-11-20;soja_paranagua;soja;48.2;20.08
2008-11-20;frango_congelado;frango;2.83;1.18
2008-11-20;trigo_parana;trigo;466.87;194.53
2008-11-20;milho;milho;20.33;8.47
2008-11-21;frango_congelado;frango;2.82;1.14
2008-11-21;etanol_hidratado;etanol;0.7654;0.3229
2008-11-21;algodao_8_dias;algodao;115.89;47.03
2008-11-21;arroz_em_casca;arroz;32.62;13.24
2008-11-21;acucar_cristal_sao_paulo;acucar;30.73;12.47
2008-11-21;boi_gordo;boi;89.13;36.17
2008-11-21;milho;milho;20.39;8.27
2008-11-21;soja_paranagua;soja;48.32;19.61
2008-11-21;frango_resfriado;frango;2.77;1.12
2008-11-21;etanol_anidro;etanol;0.917;0.3869
2008-11-21;soja_parana;soja;46.09;18.71
2008-11-21;trigo_parana;trigo;467.03;189.54
2008-11-21;bezerro_ms;bezerro;697.39;283.03
2008-11-21;cafe_robusta;cafe;221.45;89.87
2008-11-21;etanol_hidratado_outros_fins;etanol;0.8051;0.3397
2008-11-21;cafe_arabica;cafe;268.26;108.87
2008-11-24;cafe_arabica;cafe;266.39;114.43
2008-11-24;milho;milho;20.34;8.74
2008-11-24;trigo_parana;trigo;467.47;200.8
2008-11-24;boi_gordo;boi;88.4;37.97
2008-11-24;cafe_robusta;cafe;221.48;95.14
2008-11-24;arroz_em_casca;arroz;32.47;13.95
2008-11-24;algodao_8_dias;algodao;115.35;49.55
2008-11-24;bezerro_ms;bezerro;696.96;299.38
2008-11-24;frango_resfriado;frango;2.77;1.19
2008-11-24;soja_parana;soja;45.78;19.66
2008-11-24;acucar_cristal_sao_paulo;acucar;30.87;13.26
2008-11-24;soja_paranagua;soja;48.01;20.62
2008-11-24;frango_congelado;frango;2.81;1.21
2008-11-25;arroz_em_casca;arroz;32.43;13.95
2008-11-25;cafe_arabica;cafe;264.38;113.71
2008-11-25;milho;milho;20.2;8.69
2008-11-25;soja_paranagua;soja;47.02;20.22
2008-11-25;frango_resfriado;frango;2.74;1.18
2008-11-25;frango_congelado;frango;2.78;1.2
2008-11-25;bezerro_ms;bezerro;696.18;299.43
2008-11-25;trigo_parana;trigo;464.45;199.76
2008-11-25;cafe_robusta;cafe;223.01;95.92
2008-11-25;soja_parana;soja;45.03;19.37
2008-11-25;boi_gordo;boi;87.83;37.78
2008-11-25;algodao_8_dias;algodao;114.94;49.44
2008-11-25;acucar_cristal_sao_paulo;acucar;30.85;13.27
2008-11-26;boi_gordo;boi;87.59;38.64
2008-11-26;algodao_8_dias;algodao;114.14;50.35
2008-11-26;cafe_arabica;cafe;265.97;117.32
2008-11-26;frango_resfriado;frango;2.72;1.2
2008-11-26;cafe_robusta;cafe;221.81;97.84
2008-11-26;milho;milho;20.14;8.88
2008-11-26;arroz_em_casca;arroz;32.32;14.26
2008-11-26;trigo_parana;trigo;465.39;205.29
2008-11-26;acucar_cristal_sao_paulo;acucar;30.97;13.66
2008-11-26;soja_paranagua;soja;47.44;20.93
2008-11-26;frango_congelado;frango;2.78;1.23
2008-11-26;soja_parana;soja;45.09;19.89
2008-11-26;bezerro_ms;bezerro;695.87;306.96
2008-11-27;trigo_parana;trigo;463.42;203.17
2008-11-27;arroz_em_casca;arroz;32.25;14.14
2008-11-27;cafe_robusta;cafe;224.31;98.34
2008-11-27;boi_gordo;boi;87.36;38.3
2008-11-27;frango_resfriado;frango;2.7;1.18
2008-11-27;soja_parana;soja;44.59;19.55
2008-11-27;cafe_arabica;cafe;264.76;116.07
2008-11-27;acucar_cristal_sao_paulo;acucar;30.78;13.49
2008-11-27;soja_paranagua;soja;46.5;20.39
2008-11-27;frango_congelado;frango;2.77;1.21
2008-11-27;algodao_8_dias;algodao;114.17;50.05
2008-11-27;bezerro_ms;bezerro;695.16;304.76
2008-11-27;milho;milho;20.19;8.85
2008-11-28;milho;milho;20.22;8.74
2008-11-28;etanol_anidro;etanol;0.8972;0.3897
2008-11-28;boi_gordo;boi;87.12;37.68
2008-11-28;soja_paranagua;soja;46.64;20.17
2008-11-28;etanol_hidratado_outros_fins;etanol;0.7758;0.3369
2008-11-28;etanol_hidratado;etanol;0.7387;0.3208
2008-11-28;cafe_robusta;cafe;225.01;97.32
2008-11-28;bezerro_ms;bezerro;694.04;300.19
2008-11-28;trigo_parana;trigo;460.72;199.27
2008-11-28;cafe_arabica;cafe;264.04;114.2
2008-11-28;frango_congelado;frango;2.77;1.2
2008-11-28;arroz_em_casca;arroz;32.03;13.85
2008-11-28;algodao_8_dias;algodao;114.22;49.4
2008-11-28;acucar_cristal_sao_paulo;acucar;30.69;13.27
2008-11-28;frango_resfriado;frango;2.69;1.16
2008-11-28;soja_parana;soja;44.51;19.25
2008-12-01;cafe_arabica;cafe;264.8;114.21
2008-12-01;algodao_8_dias;algodao;114.22;49.26
2008-12-01;arroz_em_casca;arroz;32.0;13.8
2008-12-01;boi_gordo;boi;86.87;37.47
2008-12-01;soja_parana;soja;44.48;19.19
2008-12-01;trigo_parana;trigo;459.98;198.39
2008-12-01;cafe_robusta;cafe;224.95;97.02
2008-12-01;soja_paranagua;soja;46.16;19.91
2008-12-01;acucar_cristal_sao_paulo;acucar;30.78;13.27
2008-12-01;frango_resfriado;frango;2.69;1.16
2008-12-01;frango_congelado;frango;2.77;1.19
2008-12-01;milho;milho;20.26;8.74
2008-12-01;bezerro_ms;bezerro;692.61;298.73
2008-12-02;frango_resfriado;frango;2.68;1.12
2008-12-02;bezerro_ms;bezerro;691.3;289.12
2008-12-02;soja_parana;soja;44.38;18.56
2008-12-02;trigo_parana;trigo;457.65;191.4
2008-12-02;algodao_8_dias;algodao;113.73;47.57
2008-12-02;cafe_arabica;cafe;265.38;110.99
2008-12-02;arroz_em_casca;arroz;31.91;13.35
2008-12-02;boi_gordo;boi;86.12;36.02
2008-12-02;milho;milho;20.33;8.5
2008-12-02;acucar_cristal_sao_paulo;acucar;30.79;12.88
2008-12-02;soja_paranagua;soja;46.34;19.38
2008-12-02;cafe_robusta;cafe;224.97;94.09
2008-12-02;frango_congelado;frango;2.77;1.16
2008-12-03;trigo_parana;trigo;460.33;186.07
2008-12-03;bezerro_ms;bezerro;687.69;277.97
2008-12-03;soja_paranagua;soja;46.28;18.71
2008-12-03;frango_congelado;frango;2.77;1.12
2008-12-03;acucar_cristal_sao_paulo;acucar;30.73;12.42
2008-12-03;boi_gordo;boi;85.82;34.69
2008-12-03;milho;milho;20.37;8.24
2008-12-03;frango_resfriado;frango;2.68;1.08
2008-12-03;arroz_em_casca;arroz;32.01;12.94
2008-12-03;soja_parana;soja;44.19;17.86
2008-12-03;cafe_arabica;cafe;266.03;107.53
2008-12-03;algodao_8_dias;algodao;113.64;45.93
2008-12-03;cafe_robusta;cafe;226.8;91.68
2008-12-04;arroz_em_casca;arroz;31.89;12.6
2008-12-04;soja_parana;soja;44.22;17.47
2008-12-04;cafe_robusta;cafe;228.9;90.44
2008-12-04;boi_gordo;boi;85.38;33.73
2008-12-04;bezerro_ms;bezerro;679.64;268.52
2008-12-04;acucar_cristal_sao_paulo;acucar;30.92;12.21
2008-12-04;trigo_parana;trigo;456.94;180.54
2008-12-04;cafe_arabica;cafe;263.24;104.01
2008-12-04;milho;milho;20.4;8.06
2008-12-04;frango_congelado;frango;2.77;1.09
2008-12-04;soja_paranagua;soja;46.27;18.28
2008-12-04;frango_resfriado;frango;2.68;1.06
2008-12-04;algodao_8_dias;algodao;112.99;44.64
2008-12-05;etanol_anidro;etanol;0.8774;0.3596
2008-12-05;trigo_parana;trigo;456.71;183.79
2008-12-05;frango_resfriado;frango;2.67;1.07
2008-12-05;etanol_hidratado_outros_fins;etanol;0.7679;0.3147
2008-12-05;etanol_hidratado;etanol;0.7362;0.3017
2008-12-05;soja_parana;soja;44.2;17.79
2008-12-05;arroz_em_casca;arroz;31.89;12.83
2008-12-05;algodao_8_dias;algodao;112.67;45.34
2008-12-05;soja_paranagua;soja;46.17;18.58
2008-12-05;acucar_cristal_sao_paulo;acucar;30.95;12.45
2008-12-05;bezerro_ms;bezerro;672.86;270.77
2008-12-05;milho;milho;20.41;8.21
2008-12-05;cafe_arabica;cafe;262.26;105.54
2008-12-05;boi_gordo;boi;84.63;34.05
2008-12-05;cafe_robusta;cafe;232.13;93.41
2008-12-05;frango_congelado;frango;2.73;1.1
2008-12-08;milho;milho;20.46;8.18
2008-12-08;algodao_8_dias;algodao;112.67;45.07
2008-12-08;bezerro_ms;bezerro;665.85;266.34
2008-12-08;trigo_parana;trigo;455.56;182.22
2008-12-08;boi_gordo;boi;83.56;33.43
2008-12-08;frango_congelado;frango;2.73;1.09
2008-12-08;acucar_cristal_sao_paulo;acucar;30.97;12.39
2008-12-08;cafe_robusta;cafe;228.99;91.6
2008-12-08;cafe_arabica;cafe;266.18;106.47
2008-12-08;arroz_em_casca;arroz;31.86;12.74
2008-12-08;soja_paranagua;soja;45.47;18.19
2008-12-08;soja_parana;soja;44.0;17.6
2008-12-08;frango_resfriado;frango;2.67;1.07
2008-12-09;trigo_parana;trigo;454.75;183.96
2008-12-09;frango_congelado;frango;2.71;1.1
2008-12-09;soja_parana;soja;44.11;17.84
2008-12-09;algodao_8_dias;algodao;112.7;45.59
2008-12-09;bezerro_ms;bezerro;660.3;267.11
2008-12-09;arroz_em_casca;arroz;31.95;12.92
2008-12-09;frango_resfriado;frango;2.66;1.08
2008-12-09;acucar_cristal_sao_paulo;acucar;31.14;12.6
2008-12-09;cafe_arabica;cafe;266.54;107.82
2008-12-09;cafe_robusta;cafe;227.69;92.11
2008-12-09;boi_gordo;boi;82.29;33.29
2008-12-09;soja_paranagua;soja;45.93;18.58
2008-12-09;milho;milho;20.58;8.33
2008-12-10;cafe_arabica;cafe;265.04;109.12
2008-12-10;algodao_8_dias;algodao;112.74;46.41
2008-12-10;trigo_parana;trigo;455.72;187.62
2008-12-10;cafe_robusta;cafe;225.64;92.89
2008-12-10;soja_parana;soja;44.29;18.23
2008-12-10;boi_gordo;boi;80.49;33.14
2008-12-10;frango_resfriado;frango;2.6;1.07
2008-12-10;bezerro_ms;bezerro;656.12;270.12
2008-12-10;soja_paranagua;soja;46.18;19.01
2008-12-10;frango_congelado;frango;2.71;1.12
2008-12-10;acucar_cristal_sao_paulo;acucar;31.17;12.83
2008-12-10;milho;milho;20.63;8.49
2008-12-10;arroz_em_casca;arroz;31.9;13.13
2008-12-11;soja_paranagua;soja;45.86;19.56
2008-12-11;soja_parana;soja;44.11;18.81
2008-12-11;frango_resfriado;frango;2.56;1.09
2008-12-11;cafe_arabica;cafe;262.56;111.97
2008-12-11;bezerro_ms;bezerro;653.81;278.81
2008-12-11;acucar_cristal_sao_paulo;acucar;31.29;13.34
2008-12-11;milho;milho;20.6;8.79
2008-12-11;frango_congelado;frango;2.66;1.13
2008-12-11;cafe_robusta;cafe;227.66;97.08
2008-12-11;boi_gordo;boi;79.86;34.06
2008-12-11;arroz_em_casca;arroz;31.67;13.5
2008-12-11;algodao_8_dias;algodao;112.79;48.1
2008-12-11;trigo_parana;trigo;455.58;194.28
2008-12-12;algodao_8_dias;algodao;112.82;47.7
2008-12-12;cafe_arabica;cafe;262.75;111.1
2008-12-12;frango_resfriado;frango;2.53;1.07
2008-12-12;etanol_hidratado;etanol;0.7359;0.3038
2008-12-12;acucar_cristal_sao_paulo;acucar;31.47;13.31
2008-12-12;arroz_em_casca;arroz;31.72;13.41
2008-12-12;milho;milho;20.76;8.78
2008-12-12;soja_paranagua;soja;45.83;19.38
2008-12-12;boi_gordo;boi;79.2;33.49
2008-12-12;trigo_parana;trigo;456.78;193.14
2008-12-12;frango_congelado;frango;2.64;1.12
2008-12-12;bezerro_ms;bezerro;652.33;275.83
2008-12-12;etanol_anidro;etanol;0.8815;0.3639
2008-12-12;cafe_robusta;cafe;225.8;95.48
2008-12-12;etanol_hidratado_outros_fins;etanol;0.7749;0.3199
2008-12-12;soja_parana;soja;43.68;18.47
2008-12-15;soja_paranagua;soja;46.53;19.56
2008-12-15;acucar_cristal_sao_paulo;acucar;31.59;13.28
2008-12-15;frango_congelado;frango;2.63;1.11
2008-12-15;bezerro_ms;bezerro;651.16;273.71
2008-12-15;boi_gordo;boi;78.72;33.09
2008-12-15;cafe_robusta;cafe;226.43;95.18
2008-12-15;trigo_parana;trigo;457.71;192.4
2008-12-15;frango_resfriado;frango;2.54;1.07
2008-12-15;milho;milho;20.79;8.74
2008-12-15;arroz_em_casca;arroz;31.71;13.33
2008-12-15;algodao_8_dias;algodao;112.83;47.43
2008-12-15;cafe_arabica;cafe;262.09;110.17
2008-12-15;soja_parana;soja;44.32;18.63
2008-12-16;boi_gordo;boi;78.7;33.21
2008-12-16;frango_congelado;frango;2.61;1.1
2008-12-16;frango_resfriado;frango;2.52;1.06
2008-12-16;cafe_arabica;cafe;262.38;110.71
2008-12-16;acucar_cristal_sao_paulo;acucar;31.87;13.45
2008-12-16;soja_paranagua;soja;46.66;19.69
2008-12-16;soja_parana;soja;44.29;18.69
2008-12-16;milho;milho;20.76;8.76
2008-12-16;algodao_8_dias;algodao;112.84;47.61
2008-12-16;arroz_em_casca;arroz;31.85;13.44
2008-12-16;bezerro_ms;bezerro;650.97;274.67
2008-12-16;trigo_parana;trigo;456.86;192.77
2008-12-16;cafe_robusta;cafe;226.1;95.4
2008-12-17;milho;milho;20.81;8.86
2008-12-17;frango_congelado;frango;2.57;1.09
2008-12-17;bezerro_ms;bezerro;650.28;276.95
2008-12-17;boi_gordo;boi;78.84;33.58
2008-12-17;cafe_robusta;cafe;224.81;95.74
2008-12-17;trigo_parana;trigo;457.33;194.77
2008-12-17;soja_parana;soja;44.36;18.89
2008-12-17;algodao_8_dias;algodao;112.88;48.07
2008-12-17;frango_resfriado;frango;2.53;1.08
2008-12-17;cafe_arabica;cafe;262.66;111.86
2008-12-17;soja_paranagua;soja;46.53;19.82
2008-12-17;arroz_em_casca;arroz;31.86;13.57
2008-12-17;acucar_cristal_sao_paulo;acucar;32.02;13.64
2008-12-18;arroz_em_casca;arroz;31.89;13.52
2008-12-18;milho;milho;20.93;8.87
2008-12-18;cafe_robusta;cafe;223.81;94.87
2008-12-18;frango_resfriado;frango;2.51;1.06
2008-12-18;boi_gordo;boi;79.29;33.61
2008-12-18;cafe_arabica;cafe;262.52;111.28
2008-12-18;soja_paranagua;soja;46.45;19.69
2008-12-18;acucar_cristal_sao_paulo;acucar;32.39;13.73
2008-12-18;bezerro_ms;bezerro;649.06;275.14
2008-12-18;frango_congelado;frango;2.57;1.09
2008-12-18;trigo_parana;trigo;455.91;193.26
2008-12-18;algodao_8_dias;algodao;112.96;47.88
2008-12-18;soja_parana;soja;44.48;18.85
2008-12-19;etanol_hidratado_outros_fins;etanol;0.7731;0.327
2008-12-19;frango_resfriado;frango;2.47;1.04
2008-12-19;soja_paranagua;soja;46.78;19.78
2008-12-19;soja_parana;soja;44.63;18.87
2008-12-19;milho;milho;21.05;8.9
2008-12-19;frango_congelado;frango;2.53;1.07
2008-12-19;trigo_parana;trigo;457.11;193.28
2008-12-19;etanol_anidro;etanol;0.879;0.3718
2008-12-19;bezerro_ms;bezerro;648.63;274.26
2008-12-19;boi_gordo;boi;79.89;33.78
2008-12-19;cafe_arabica;cafe;262.51;111.0
2008-12-19;algodao_8_dias;algodao;112.96;47.76
2008-12-19;cafe_robusta;cafe;222.47;94.07
2008-12-19;acucar_cristal_sao_paulo;acucar;32.58;13.78
2008-12-19;etanol_hidratado;etanol;0.7386;0.3124
2008-12-19;arroz_em_casca;arroz;31.87;13.48
2008-12-22;bezerro_ms;bezerro;647.46;270.9
2008-12-22;cafe_arabica;cafe;256.36;107.26
2008-12-22;boi_gordo;boi;80.23;33.57
2008-12-22;trigo_parana;trigo;457.81;191.55
2008-12-22;soja_parana;soja;44.7;18.7
2008-12-22;milho;milho;21.08;8.82
2008-12-22;soja_paranagua;soja;47.29;19.79
2008-12-22;frango_congelado;frango;2.53;1.06
2008-12-22;algodao_8_dias;algodao;112.97;47.27
2008-12-22;acucar_cristal_sao_paulo;acucar;32.52;13.61
2008-12-22;cafe_robusta;cafe;220.06;92.08
2008-12-22;arroz_em_casca;arroz;31.75;13.29
2008-12-22;frango_resfriado;frango;2.47;1.03
2008-12-23;milho;milho;21.08;8.83
2008-12-23;trigo_parana;trigo;462.51;193.76
2008-12-23;frango_resfriado;frango;2.49;1.04
2008-12-23;bezerro_ms;bezerro;646.86;270.99
2008-12-23;boi_gordo;boi;81.4;34.1
2008-12-23;cafe_robusta;cafe;220.31;92.3
2008-12-23;arroz_em_casca;arroz;31.69;13.27
2008-12-23;algodao_8_dias;algodao;112.98;47.33
2008-12-23;soja_parana;soja;45.36;19.0
2008-12-23;cafe_arabica;cafe;256.76;107.57
2008-12-23;soja_paranagua;soja;47.77;20.01
2008-12-23;frango_congelado;frango;2.55;1.07
2008-12-23;acucar_cristal_sao_paulo;acucar;32.74;13.71
2008-12-26;frango_resfriado;frango;2.49;1.05
2008-12-26;soja_paranagua;soja;48.17;20.32
2008-12-26;frango_congelado;frango;2.55;1.08
2008-12-26;etanol_hidratado_outros_fins;etanol;0.7672;0.322
2008-12-26;acucar_cristal_sao_paulo;acucar;32.76;13.82
2008-12-26;arroz_em_casca;arroz;31.68;13.37
2008-12-26;boi_gordo;boi;82.35;34.75
2008-12-26;milho;milho;21.08;8.89
2008-12-26;bezerro_ms;bezerro;646.4;272.74
2008-12-26;etanol_anidro;etanol;0.8684;0.3645
2008-12-26;trigo_parana;trigo;450.92;190.26
2008-12-26;algodao_8_dias;algodao;112.98;47.67
2008-12-26;soja_parana;soja;45.43;19.17
2008-12-26;etanol_hidratado;etanol;0.7392;0.3103
2008-12-29;boi_gordo;boi;84.74;35.09
2008-12-29;algodao_8_dias;algodao;112.99;46.79
2008-12-29;frango_congelado;frango;2.56;1.06
2008-12-29;cafe_robusta;cafe;220.39;91.26
2008-12-29;milho;milho;21.31;8.82
2008-12-29;acucar_cristal_sao_paulo;acucar;32.86;13.61
2008-12-29;bezerro_ms;bezerro;646.22;267.58
2008-12-29;cafe_arabica;cafe;255.21;105.68
2008-12-29;soja_parana;soja;46.28;19.16
2008-12-29;arroz_em_casca;arroz;31.68;13.12
2008-12-29;trigo_parana;trigo;458.1;189.69
2008-12-29;frango_resfriado;frango;2.53;1.05
2008-12-29;soja_paranagua;soja;48.67;20.15
2008-12-30;boi_gordo;boi;85.6;36.64
2008-12-30;algodao_8_dias;algodao;112.99;48.37
2008-12-30;milho;milho;21.29;9.12
2008-12-30;cafe_robusta;cafe;219.14;93.81
2008-12-30;acucar_cristal_sao_paulo;acucar;32.97;14.11
2008-12-30;trigo_parana;trigo;463.04;198.22
2008-12-30;bezerro_ms;bezerro;644.55;275.92
2008-12-30;arroz_em_casca;arroz;31.72;13.58
2008-12-30;frango_resfriado;frango;2.56;1.1
2008-12-30;frango_congelado;frango;2.53;1.08
2008-12-30;cafe_arabica;cafe;253.55;108.54
2008-12-30;soja_parana;soja;46.73;20.0
2008-12-30;soja_paranagua;soja;49.3;21.1
2009-01-02;etanol_hidratado_outros_fins;etanol;0.7698;0.326
2009-01-02;etanol_hidratado;etanol;0.7533;0.319
2009-01-02;arroz_em_casca;arroz;31.75;13.6
2009-01-02;soja_parana;soja;46.95;20.12
2009-01-02;trigo_parana;trigo;443.65;190.08
2009-01-02;frango_resfriado;frango;2.56;1.1
2009-01-02;algodao_8_dias;algodao;112.99;48.41
2009-01-02;boi_gordo;boi;85.71;36.72
2009-01-02;acucar_cristal_sao_paulo;acucar;33.04;14.16
2009-01-02;etanol_anidro;etanol;0.8786;0.3720000000000001
2009-01-02;frango_congelado;frango;2.53;1.08
2009-01-02;bezerro_ms;bezerro;644.04;275.94
2009-01-02;soja_paranagua;soja;49.67;21.28
2009-01-02;milho;milho;21.29;9.12
2009-01-05;algodao_8_dias;algodao;112.99;50.11
2009-01-05;cafe_arabica;cafe;248.38;110.15
2009-01-05;arroz_em_casca;arroz;31.81;14.11
2009-01-05;soja_parana;soja;47.09;20.88
2009-01-05;milho;milho;21.49;9.53
2009-01-05;frango_resfriado;frango;2.56;1.14
2009-01-05;soja_paranagua;soja;49.67;22.03
2009-01-05;boi_gordo;boi;85.86;38.08
2009-01-05;trigo_parana;trigo;471.69;209.17
2009-01-05;bezerro_ms;bezerro;641.84;284.63
2009-01-05;frango_congelado;frango;2.53;1.12
2009-01-06;cafe_arabica;cafe;254.17;116.59
2009-01-06;cafe_robusta;cafe;221.21;101.47
2009-01-06;frango_resfriado;frango;2.57;1.18
2009-01-06;boi_gordo;boi;85.88;39.4
2009-01-06;frango_congelado;frango;2.53;1.16
2009-01-06;arroz_em_casca;arroz;32.02;14.69
2009-01-06;soja_paranagua;soja;50.09;22.98
2009-01-06;soja_parana;soja;47.88;21.96
2009-01-06;trigo_parana;trigo;483.3;221.7
2009-01-06;milho;milho;22.83;10.47
2009-01-06;algodao_8_dias;algodao;113.23;51.94
2009-01-06;bezerro_ms;bezerro;640.21;293.67
2009-01-06;acucar_cristal_sao_paulo;acucar;33.4;15.32
2009-01-07;cafe_robusta;cafe;222.66;98.87
2009-01-07;frango_congelado;frango;2.52;1.12
2009-01-07;milho;milho;23.58;10.47
2009-01-07;trigo_parana;trigo;484.68;215.22
2009-01-07;soja_parana;soja;47.96;21.29
2009-01-07;cafe_arabica;cafe;256.54;113.92
2009-01-07;bezerro_ms;bezerro;639.83;284.12
2009-01-07;boi_gordo;boi;85.6;38.01
2009-01-07;algodao_8_dias;algodao;113.31;50.32
2009-01-07;acucar_cristal_sao_paulo;acucar;33.53;14.89
2009-01-07;frango_resfriado;frango;2.58;1.15
2009-01-07;soja_paranagua;soja;50.43;22.39
2009-01-07;arroz_em_casca;arroz;32.09;14.25
2009-01-08;soja_parana;soja;48.19;20.97
2009-01-08;algodao_8_dias;algodao;114.49;49.82
2009-01-08;boi_gordo;boi;84.75;36.88
2009-01-08;trigo_parana;trigo;481.58;209.56
2009-01-08;frango_resfriado;frango;2.57;1.12
2009-01-08;soja_paranagua;soja;49.95;21.74
2009-01-08;bezerro_ms;bezerro;639.31;278.2
2009-01-08;frango_congelado;frango;2.51;1.09
2009-01-08;acucar_cristal_sao_paulo;acucar;33.74;14.68
2009-01-08;cafe_robusta;cafe;222.61;96.87
2009-01-08;cafe_arabica;cafe;260.06;113.17
2009-01-08;arroz_em_casca;arroz;32.11;13.97
2009-01-08;milho;milho;24.11;10.49
2009-01-09;etanol_hidratado_outros_fins;etanol;0.7709999999999999;0.3425
2009-01-09;cafe_robusta;cafe;225.43;99.27
2009-01-09;trigo_parana;trigo;493.76;217.42
2009-01-09;boi_gordo;boi;84.16;37.06
2009-01-09;acucar_cristal_sao_paulo;acucar;33.8;14.88
2009-01-09;milho;milho;24.26;10.68
2009-01-09;etanol_anidro;etanol;0.8797;0.3908
2009-01-09;soja_paranagua;soja;51.02;22.47
2009-01-09;arroz_em_casca;arroz;32.17;14.17
2009-01-09;etanol_hidratado;etanol;0.769;0.3416
2009-01-09;frango_resfriado;frango;2.58;1.14
2009-01-09;cafe_arabica;cafe;264.54;116.49
2009-01-09;algodao_8_dias;algodao;115.27;50.76
2009-01-09;bezerro_ms;bezerro;639.01;281.38
2009-01-09;soja_parana;soja;48.96;21.56
