dt_referencia;no_produto;no_tipo;vr_real;vr_dolar
2006-09-13;algodao_8_dias;algodao;130.63;60.53
2006-09-13;milho;milho;17.62;8.16
2006-09-13;cafe_arabica;cafe;230.99;107.04
2006-09-13;bezerro_ms;bezerro;366.99;170.06
2006-09-13;frango_resfriado;frango;2.12;0.98
2006-09-13;cafe_robusta;cafe;183.16;84.88
2006-09-13;frango_congelado;frango;2.02;0.94
2006-09-14;soja_parana;soja;27.87;12.88
2006-09-14;algodao_8_dias;algodao;130.68;60.42
2006-09-14;frango_resfriado;frango;2.14;0.99
2006-09-14;arroz_em_casca;arroz;20.23;9.35
2006-09-14;bezerro_ms;bezerro;366.27;169.33
2006-09-14;cafe_robusta;cafe;184.23;85.17
2006-09-14;milho;milho;17.66;8.16
2006-09-14;trigo_parana;trigo;403.94;186.75
2006-09-14;frango_congelado;frango;2.03;0.94
2006-09-14;boi_gordo;boi;58.74;27.15
2006-09-14;cafe_arabica;cafe;228.51;105.65
2006-09-14;soja_paranagua;soja;28.82;13.33
2006-09-14;acucar_cristal_sao_paulo;acucar;37.47;17.32
2006-09-15;frango_congelado;frango;2.05;0.95
2006-09-15;trigo_parana;trigo;408.12;189.65
2006-09-15;etanol_anidro;etanol;0.8861;0.4096
2006-09-15;frango_resfriado;frango;2.17;1.01
2006-09-15;soja_parana;soja;28.06;13.04
2006-09-15;cafe_arabica;cafe;227.92;105.91
2006-09-15;boi_gordo;boi;59.14;27.48
2006-09-15;acucar_cristal_sao_paulo;acucar;37.73;17.53
2006-09-15;cafe_robusta;cafe;183.36;85.21
2006-09-15;etanol_hidratado;etanol;0.7546;0.3488
2006-09-15;etanol_hidratado_outros_fins;etanol;0.8831;0.4082
2006-09-15;milho;milho;17.83;8.29
2006-09-15;bezerro_ms;bezerro;366.37;170.25
2006-09-15;algodao_8_dias;algodao;130.34;60.57
2006-09-15;soja_paranagua;soja;28.87;13.42
2006-09-15;arroz_em_casca;arroz;20.16;9.37
2006-09-18;cafe_arabica;cafe;226.59;105.54
2006-09-18;cafe_robusta;cafe;181.81;84.68
2006-09-18;milho;milho;18.17;8.47
2006-09-18;acucar_cristal_sao_paulo;acucar;37.95;17.68
2006-09-18;frango_resfriado;frango;2.18;1.02
2006-09-18;trigo_parana;trigo;405.53;188.88
2006-09-18;soja_paranagua;soja;28.84;13.43
2006-09-18;bezerro_ms;bezerro;366.44;170.68
2006-09-18;frango_congelado;frango;2.07;0.96
2006-09-18;soja_parana;soja;27.93;13.01
2006-09-18;boi_gordo;boi;59.3;27.62
2006-09-18;arroz_em_casca;arroz;20.15;9.38
2006-09-18;algodao_8_dias;algodao;130.38;60.73
2006-09-19;cafe_arabica;cafe;228.53;105.65
2006-09-19;soja_parana;soja;28.03;12.96
2006-09-19;milho;milho;18.19;8.41
2006-09-19;algodao_8_dias;algodao;130.1;60.15
2006-09-19;trigo_parana;trigo;412.56;190.74
2006-09-19;arroz_em_casca;arroz;20.15;9.32
2006-09-19;boi_gordo;boi;59.39;27.46
2006-09-19;frango_congelado;frango;2.08;0.96
2006-09-19;soja_paranagua;soja;28.86;13.34
2006-09-19;cafe_robusta;cafe;181.7;84.0
2006-09-19;frango_resfriado;frango;2.19;1.01
2006-09-19;bezerro_ms;bezerro;366.2;169.3
2006-09-19;acucar_cristal_sao_paulo;acucar;37.99;17.56
2006-09-20;cafe_robusta;cafe;182.22;83.7
2006-09-20;algodao_8_dias;algodao;129.85;59.65
2006-09-20;trigo_parana;trigo;410.6;188.61
2006-09-20;soja_parana;soja;28.33;13.01
2006-09-20;bezerro_ms;bezerro;367.3;168.72
2006-09-20;soja_paranagua;soja;29.33;13.47
2006-09-20;frango_resfriado;frango;2.18;1.0
2006-09-20;frango_congelado;frango;2.08;0.96
2006-09-20;milho;milho;18.37;8.44
2006-09-20;cafe_arabica;cafe;228.34;104.89
2006-09-20;boi_gordo;boi;59.72;27.43
2006-09-20;acucar_cristal_sao_paulo;acucar;38.0;17.46
2006-09-21;soja_parana;soja;28.64;12.96
2006-09-21;algodao_8_dias;algodao;129.55;58.65
2006-09-21;bezerro_ms;bezerro;368.27;166.71
2006-09-21;soja_paranagua;soja;29.54;13.37
2006-09-21;frango_resfriado;frango;2.18;0.99
2006-09-21;acucar_cristal_sao_paulo;acucar;38.14;17.27
2006-09-21;cafe_robusta;cafe;183.86;83.23
2006-09-21;arroz_em_casca;arroz;20.15;9.12
2006-09-21;cafe_arabica;cafe;235.14;106.45
2006-09-21;frango_congelado;frango;2.1;0.95
2006-09-21;trigo_parana;trigo;416.06;188.35
2006-09-21;boi_gordo;boi;60.29;27.29
2006-09-21;milho;milho;18.43;8.34
2006-09-22;arroz_em_casca;arroz;20.32;9.21
2006-09-22;frango_resfriado;frango;2.17;0.98
2006-09-22;algodao_8_dias;algodao;129.41;58.64
2006-09-22;frango_congelado;frango;2.11;0.96
2006-09-22;acucar_cristal_sao_paulo;acucar;37.97;17.2
2006-09-22;soja_parana;soja;28.68;13.0
2006-09-22;bezerro_ms;bezerro;368.39;166.92
2006-09-22;milho;milho;18.46;8.37
2006-09-22;cafe_arabica;cafe;237.79;107.75
2006-09-22;boi_gordo;boi;60.46;27.4
2006-09-22;trigo_parana;trigo;420.53;190.54
2006-09-22;etanol_anidro;etanol;0.8685;0.3983
2006-09-22;cafe_robusta;cafe;183.93;83.34
2006-09-22;etanol_hidratado_outros_fins;etanol;0.8819;0.4044
2006-09-22;soja_paranagua;soja;29.58;13.4
2006-09-22;etanol_hidratado;etanol;0.7476;0.3429
2006-09-25;acucar_cristal_sao_paulo;acucar;37.77;17.02
2006-09-25;arroz_em_casca;arroz;20.34;9.17
2006-09-25;soja_parana;soja;28.53;12.86
2006-09-25;cafe_robusta;cafe;184.56;83.17
2006-09-25;milho;milho;18.4;8.29
2006-09-25;frango_resfriado;frango;2.18;0.98
2006-09-25;boi_gordo;boi;60.59;27.3
2006-09-25;soja_paranagua;soja;29.47;13.28
2006-09-25;bezerro_ms;bezerro;368.88;166.24
2006-09-25;frango_congelado;frango;2.12;0.96
2006-09-25;trigo_parana;trigo;427.55;192.67
2006-09-25;cafe_arabica;cafe;238.91;107.67
2006-09-25;algodao_8_dias;algodao;129.29;58.26
2006-09-26;frango_congelado;frango;2.13;0.97
2006-09-26;trigo_parana;trigo;429.52;195.86
2006-09-26;soja_paranagua;soja;29.38;13.4
2006-09-26;acucar_cristal_sao_paulo;acucar;37.83;17.25
2006-09-26;algodao_8_dias;algodao;129.06;58.85
2006-09-26;arroz_em_casca;arroz;20.46;9.33
2006-09-26;cafe_robusta;cafe;185.95;84.79
2006-09-26;bezerro_ms;bezerro;369.72;168.59
2006-09-26;milho;milho;18.47;8.42
2006-09-26;boi_gordo;boi;60.73;27.69
2006-09-26;frango_resfriado;frango;2.21;1.01
2006-09-26;soja_parana;soja;28.58;13.03
2006-09-26;cafe_arabica;cafe;237.1;108.12
2006-09-27;cafe_robusta;cafe;186.41;85.23
2006-09-27;frango_resfriado;frango;2.22;1.02
2006-09-27;soja_paranagua;soja;29.47;13.48
2006-09-27;frango_congelado;frango;2.14;0.98
2006-09-27;milho;milho;18.71;8.56
2006-09-27;bezerro_ms;bezerro;370.32;169.33
2006-09-27;boi_gordo;boi;60.95;27.87
2006-09-27;soja_parana;soja;28.54;13.05
2006-09-27;trigo_parana;trigo;430.18;196.7
2006-09-27;algodao_8_dias;algodao;128.66;58.83
2006-09-27;arroz_em_casca;arroz;20.46;9.35
2006-09-27;acucar_cristal_sao_paulo;acucar;37.9;17.33
2006-09-27;cafe_arabica;cafe;237.52;108.61
2006-09-28;trigo_parana;trigo;435.19;200.36
2006-09-28;milho;milho;18.91;8.7
2006-09-28;frango_congelado;frango;2.17;1.0
2006-09-28;cafe_arabica;cafe;239.8;110.4
2006-09-28;algodao_8_dias;algodao;128.08;58.97
2006-09-28;soja_paranagua;soja;29.65;13.65
2006-09-28;soja_parana;soja;28.72;13.22
2006-09-28;frango_resfriado;frango;2.24;1.03
2006-09-28;bezerro_ms;bezerro;370.87;170.75
2006-09-28;arroz_em_casca;arroz;20.61;9.49
2006-09-28;boi_gordo;boi;61.13;28.14
2006-09-28;cafe_robusta;cafe;185.95;85.61
2006-09-28;acucar_cristal_sao_paulo;acucar;37.8;17.4
2006-09-29;soja_parana;soja;28.65;13.2
2006-09-29;boi_gordo;boi;61.6;28.37
2006-09-29;cafe_arabica;cafe;237.78;109.53
2006-09-29;etanol_hidratado_outros_fins;etanol;0.8667;0.3961
2006-09-29;bezerro_ms;bezerro;370.98;170.88
2006-09-29;etanol_anidro;etanol;0.8653;0.3954
2006-09-29;trigo_parana;trigo;437.36;201.45
2006-09-29;cafe_robusta;cafe;186.2;85.77
2006-09-29;frango_congelado;frango;2.17;1.0
2006-09-29;milho;milho;18.93;8.72
2006-09-29;algodao_8_dias;algodao;128.07;58.99
2006-09-29;frango_resfriado;frango;2.26;1.04
2006-09-29;arroz_em_casca;arroz;20.77;9.57
2006-09-29;acucar_cristal_sao_paulo;acucar;37.8;17.41
2006-09-29;soja_paranagua;soja;29.62;13.64
2006-09-29;etanol_hidratado;etanol;0.7526;0.3439
2006-10-02;arroz_em_casca;arroz;21.1;9.78
2006-10-02;soja_parana;soja;28.78;13.34
2006-10-02;frango_resfriado;frango;2.26;1.05
2006-10-02;soja_paranagua;soja;29.66;13.75
2006-10-02;cafe_arabica;cafe;228.99;106.11
2006-10-02;cafe_robusta;cafe;182.65;84.64
2006-10-02;milho;milho;19.39;8.98
2006-10-02;bezerro_ms;bezerro;371.18;172.0
2006-10-02;acucar_cristal_sao_paulo;acucar;37.79;17.51
2006-10-02;trigo_parana;trigo;444.29;205.88
2006-10-02;frango_congelado;frango;2.18;1.01
2006-10-02;boi_gordo;boi;61.81;28.64
2006-10-02;algodao_8_dias;algodao;128.13;59.37
2006-10-03;frango_congelado;frango;2.21;1.02
2006-10-03;bezerro_ms;bezerro;371.59;170.92
2006-10-03;cafe_robusta;cafe;184.04;84.66
2006-10-03;soja_parana;soja;28.86;13.27
2006-10-03;milho;milho;19.73;9.08
2006-10-03;acucar_cristal_sao_paulo;acucar;37.63;17.31
2006-10-03;soja_paranagua;soja;30.04;13.82
2006-10-03;arroz_em_casca;arroz;21.16;9.73
2006-10-03;frango_resfriado;frango;2.3;1.06
2006-10-03;algodao_8_dias;algodao;128.29;59.01
2006-10-03;trigo_parana;trigo;446.25;205.27
2006-10-03;cafe_arabica;cafe;232.83;107.1
2006-10-03;boi_gordo;boi;62.41;28.71
2006-10-04;boi_gordo;boi;62.88;29.08
2006-10-04;trigo_parana;trigo;455.18;210.53
2006-10-04;algodao_8_dias;algodao;128.9;59.62
2006-10-04;acucar_cristal_sao_paulo;acucar;37.83;17.5
2006-10-04;cafe_arabica;cafe;233.84;108.16
2006-10-04;arroz_em_casca;arroz;21.45;9.92
2006-10-04;cafe_robusta;cafe;184.91;85.53
2006-10-04;bezerro_ms;bezerro;372.1;172.11
2006-10-04;soja_parana;soja;29.04;13.43
2006-10-04;frango_congelado;frango;2.26;1.05
2006-10-04;milho;milho;19.85;9.18
2006-10-04;soja_paranagua;soja;30.55;14.13
2006-10-04;frango_resfriado;frango;2.33;1.08
2006-10-05;arroz_em_casca;arroz;21.52;9.97
2006-10-05;boi_gordo;boi;63.01;29.19
2006-10-05;soja_paranagua;soja;30.66;14.2
2006-10-05;frango_congelado;frango;2.29;1.06
2006-10-05;cafe_arabica;cafe;234.45;108.59
2006-10-05;frango_resfriado;frango;2.36;1.09
2006-10-05;acucar_cristal_sao_paulo;acucar;37.72;17.47
2006-10-05;soja_parana;soja;29.44;13.64
2006-10-05;bezerro_ms;bezerro;373.17;172.84
2006-10-05;algodao_8_dias;algodao;129.35;59.91
2006-10-05;milho;milho;19.95;9.24
2006-10-05;cafe_robusta;cafe;184.71;85.55
2006-10-05;trigo_parana;trigo;459.17;212.68
2006-10-06;milho;milho;20.66;9.55
2006-10-06;soja_parana;soja;29.48;13.63
2006-10-06;etanol_anidro;etanol;0.8704;0.4024
2006-10-06;algodao_8_dias;algodao;129.84;60.03
2006-10-06;cafe_robusta;cafe;184.08;85.1
2006-10-06;bezerro_ms;bezerro;373.29;172.58
2006-10-06;acucar_cristal_sao_paulo;acucar;37.26;17.23
2006-10-06;boi_gordo;boi;63.01;29.13
2006-10-06;arroz_em_casca;arroz;21.65;10.01
2006-10-06;cafe_arabica;cafe;232.58;107.53
2006-10-06;soja_paranagua;soja;30.37;14.04
2006-10-06;trigo_parana;trigo;474.69;219.46
2006-10-06;frango_resfriado;frango;2.4;1.11
2006-10-06;etanol_hidratado;etanol;0.7626;0.3525
2006-10-06;etanol_hidratado_outros_fins;etanol;0.8597;0.3974
2006-10-06;frango_congelado;frango;2.32;1.07
2006-10-09;algodao_8_dias;algodao;130.03;60.31
2006-10-09;cafe_arabica;cafe;232.88;108.01
2006-10-09;arroz_em_casca;arroz;22.1;10.25
2006-10-09;trigo_parana;trigo;486.87;225.82
2006-10-09;soja_parana;soja;29.85;13.84
2006-10-09;cafe_robusta;cafe;182.67;84.73
2006-10-09;boi_gordo;boi;63.03;29.24
2006-10-09;milho;milho;20.96;9.72
2006-10-09;frango_resfriado;frango;2.42;1.12
2006-10-09;acucar_cristal_sao_paulo;acucar;37.41;17.35
2006-10-09;frango_congelado;frango;2.32;1.08
2006-10-09;soja_paranagua;soja;31.0;14.38
2006-10-09;bezerro_ms;bezerro;373.41;173.2
2006-10-10;bezerro_ms;bezerro;373.79;173.62
2006-10-10;frango_congelado;frango;2.33;1.08
2006-10-10;frango_resfriado;frango;2.42;1.12
2006-10-10;acucar_cristal_sao_paulo;acucar;37.54;17.44
2006-10-10;arroz_em_casca;arroz;22.25;10.33
2006-10-10;boi_gordo;boi;63.05;29.29
2006-10-10;soja_parana;soja;29.87;13.87
2006-10-10;trigo_parana;trigo;482.5;224.11
2006-10-10;cafe_robusta;cafe;182.2;84.63
2006-10-10;cafe_arabica;cafe;231.04;107.31
2006-10-10;soja_paranagua;soja;30.98;14.39
2006-10-10;algodao_8_dias;algodao;130.28;60.51
2006-10-10;milho;milho;21.0;9.75
2006-10-11;milho;milho;21.18;9.82
2006-10-11;cafe_robusta;cafe;182.6;84.61
2006-10-11;boi_gordo;boi;63.06;29.22
2006-10-11;arroz_em_casca;arroz;22.38;10.37
2006-10-11;acucar_cristal_sao_paulo;acucar;37.34;17.3
2006-10-11;algodao_8_dias;algodao;130.44;60.44
2006-10-11;frango_resfriado;frango;2.46;1.14
2006-10-11;soja_paranagua;soja;31.09;14.41
2006-10-11;cafe_arabica;cafe;232.54;107.76
2006-10-11;frango_congelado;frango;2.42;1.12
2006-10-11;bezerro_ms;bezerro;374.63;173.6
2006-10-11;trigo_parana;trigo;492.67;228.3
2006-10-11;soja_parana;soja;29.98;13.89
2006-10-13;algodao_8_dias;algodao;130.93;61.27
2006-10-13;etanol_hidratado;etanol;0.7588;0.3528
2006-10-13;milho;milho;21.4;10.01
2006-10-13;cafe_robusta;cafe;184.46;86.32
2006-10-13;etanol_anidro;etanol;0.8669;0.40299999999999997
2006-10-13;bezerro_ms;bezerro;374.88;175.42
2006-10-13;soja_paranagua;soja;30.99;14.5
2006-10-13;frango_resfriado;frango;2.49;1.17
2006-10-13;soja_parana;soja;30.42;14.24
2006-10-13;acucar_cristal_sao_paulo;acucar;37.21;17.41
2006-10-13;frango_congelado;frango;2.43;1.14
2006-10-13;cafe_arabica;cafe;231.36;108.26
2006-10-13;arroz_em_casca;arroz;22.47;10.51
2006-10-13;trigo_parana;trigo;483.33;226.17
2006-10-13;boi_gordo;boi;63.1;29.53
2006-10-13;etanol_hidratado_outros_fins;etanol;0.8612;0.4004
2006-10-16;boi_gordo;boi;63.15;29.65
2006-10-16;acucar_cristal_sao_paulo;acucar;37.27;17.5
2006-10-16;soja_parana;soja;30.3;14.22
2006-10-16;trigo_parana;trigo;447.84;210.25
2006-10-16;soja_paranagua;soja;31.05;14.58
2006-10-16;algodao_8_dias;algodao;130.91;61.46
2006-10-16;cafe_arabica;cafe;228.88;107.46
2006-10-16;frango_congelado;frango;2.46;1.15
2006-10-16;cafe_robusta;cafe;184.38;86.56
2006-10-16;bezerro_ms;bezerro;375.02;176.07
2006-10-16;milho;milho;21.51;10.1
2006-10-16;frango_resfriado;frango;2.53;1.19
2006-10-16;arroz_em_casca;arroz;22.72;10.67
2006-10-17;algodao_8_dias;algodao;131.09;61.49
2006-10-17;cafe_arabica;cafe;231.3;108.49
2006-10-17;boi_gordo;boi;63.07;29.58
2006-10-17;frango_resfriado;frango;2.52;1.18
2006-10-17;soja_paranagua;soja;31.86;14.95
2006-10-17;milho;milho;21.53;10.1
2006-10-17;acucar_cristal_sao_paulo;acucar;37.23;17.46
2006-10-17;cafe_robusta;cafe;185.79;87.15
2006-10-17;arroz_em_casca;arroz;23.28;10.92
2006-10-17;bezerro_ms;bezerro;375.19;175.98
2006-10-17;frango_congelado;frango;2.46;1.15
2006-10-17;trigo_parana;trigo;500.31;234.67
2006-10-17;soja_parana;soja;30.73;14.42
2006-10-18;soja_parana;soja;30.93;14.47
2006-10-18;cafe_robusta;cafe;186.39;87.18
2006-10-18;frango_resfriado;frango;2.54;1.19
2006-10-18;frango_congelado;frango;2.45;1.15
2006-10-18;soja_paranagua;soja;32.94;15.41
2006-10-18;cafe_arabica;cafe;230.56;107.84
2006-10-18;trigo_parana;trigo;503.38;235.45
2006-10-18;acucar_cristal_sao_paulo;acucar;37.31;17.45
2006-10-18;boi_gordo;boi;62.19;29.09
2006-10-18;arroz_em_casca;arroz;23.73;11.1
2006-10-18;milho;milho;21.52;10.07
2006-10-18;bezerro_ms;bezerro;375.27;175.52
2006-10-18;algodao_8_dias;algodao;130.63;61.1
2006-10-19;boi_gordo;boi;61.9;28.91
2006-10-19;acucar_cristal_sao_paulo;acucar;37.22;17.39
2006-10-19;bezerro_ms;bezerro;374.85;175.08
2006-10-19;cafe_arabica;cafe;230.22;107.53
2006-10-19;frango_resfriado;frango;2.54;1.19
2006-10-19;trigo_parana;trigo;514.31;240.22
2006-10-19;soja_paranagua;soja;33.39;15.59
2006-10-19;soja_parana;soja;31.29;14.61
2006-10-19;frango_congelado;frango;2.47;1.15
2006-10-19;milho;milho;21.91;10.23
2006-10-19;algodao_8_dias;algodao;130.31;60.86
2006-10-19;arroz_em_casca;arroz;24.14;11.27
2006-10-19;cafe_robusta;cafe;184.68;86.26
2006-10-20;trigo_parana;trigo;519.63;242.71
2006-10-20;bezerro_ms;bezerro;374.54;174.93
2006-10-20;soja_paranagua;soja;33.69;15.73
2006-10-20;cafe_robusta;cafe;186.01;86.88
2006-10-20;frango_resfriado;frango;2.55;1.19
2006-10-20;frango_congelado;frango;2.46;1.15
2006-10-20;soja_parana;soja;31.42;14.68
2006-10-20;milho;milho;22.02;10.29
2006-10-20;boi_gordo;boi;61.54;28.74
2006-10-20;cafe_arabica;cafe;230.88;107.84
2006-10-20;etanol_hidratado_outros_fins;etanol;0.8686;0.4066
2006-10-20;acucar_cristal_sao_paulo;acucar;37.23;17.39
2006-10-20;etanol_anidro;etanol;0.8661;0.4054
2006-10-20;etanol_hidratado;etanol;0.7584;0.355
2006-10-20;algodao_8_dias;algodao;130.1;60.77
2006-10-20;arroz_em_casca;arroz;24.22;11.31
2006-10-23;soja_paranagua;soja;33.6;15.72
2006-10-23;trigo_parana;trigo;520.29;243.36
2006-10-23;milho;milho;21.61;10.11
2006-10-23;acucar_cristal_sao_paulo;acucar;37.22;17.41
2006-10-23;cafe_arabica;cafe;240.75;112.61
2006-10-23;boi_gordo;boi;60.49;28.29
2006-10-23;cafe_robusta;cafe;188.38;88.11
2006-10-23;frango_resfriado;frango;2.54;1.19
2006-10-23;algodao_8_dias;algodao;129.64;60.64
2006-10-23;arroz_em_casca;arroz;24.56;11.49
2006-10-23;soja_parana;soja;31.26;14.62
2006-10-23;frango_congelado;frango;2.44;1.14
2006-10-23;bezerro_ms;bezerro;374.36;175.1
2006-10-24;frango_congelado;frango;2.44;1.13
2006-10-24;bezerro_ms;bezerro;374.47;174.17
2006-10-24;cafe_robusta;cafe;188.79;87.81
2006-10-24;milho;milho;21.6;10.05
2006-10-24;algodao_8_dias;algodao;129.52;60.24
2006-10-24;boi_gordo;boi;59.66;27.75
2006-10-24;cafe_arabica;cafe;241.69;112.41
2006-10-24;arroz_em_casca;arroz;24.84;11.55
2006-10-24;soja_paranagua;soja;33.7;15.67
2006-10-24;soja_parana;soja;31.36;14.59
2006-10-24;trigo_parana;trigo;526.76;245.01
2006-10-24;acucar_cristal_sao_paulo;acucar;37.29;17.34
2006-10-24;frango_resfriado;frango;2.5;1.16
2006-10-25;frango_resfriado;frango;2.49;1.16
2006-10-25;trigo_parana;trigo;522.37;243.41
2006-10-25;algodao_8_dias;algodao;129.04;60.13
2006-10-25;cafe_arabica;cafe;241.55;112.56
2006-10-25;cafe_robusta;cafe;188.16;87.68
2006-10-25;soja_paranagua;soja;33.64;15.68
2006-10-25;bezerro_ms;bezerro;373.99;174.27
2006-10-25;frango_congelado;frango;2.44;1.14
2006-10-25;arroz_em_casca;arroz;24.88;11.59
2006-10-25;milho;milho;21.43;9.99
2006-10-25;boi_gordo;boi;59.49;27.72
2006-10-25;acucar_cristal_sao_paulo;acucar;37.1;17.29
2006-10-25;soja_parana;soja;31.52;14.69
2006-10-26;acucar_cristal_sao_paulo;acucar;36.95;17.28
2006-10-26;trigo_parana;trigo;526.05;246.05
2006-10-26;bezerro_ms;bezerro;373.49;174.69
2006-10-26;cafe_arabica;cafe;242.43;113.39
2006-10-26;frango_congelado;frango;2.42;1.13
2006-10-26;algodao_8_dias;algodao;128.86;60.27
2006-10-26;arroz_em_casca;arroz;25.05;11.72
2006-10-26;soja_parana;soja;31.46;14.72
2006-10-26;soja_paranagua;soja;33.89;15.85
2006-10-26;frango_resfriado;frango;2.47;1.16
2006-10-26;milho;milho;21.49;10.05
2006-10-26;cafe_robusta;cafe;189.39;88.58
2006-10-26;boi_gordo;boi;59.35;27.76
2006-10-27;etanol_hidratado_outros_fins;etanol;0.8653;0.4041
2006-10-27;cafe_arabica;cafe;242.89;113.82
2006-10-27;soja_parana;soja;31.57;14.8
2006-10-27;soja_paranagua;soja;33.78;15.83
2006-10-27;bezerro_ms;bezerro;373.2;174.88
2006-10-27;algodao_8_dias;algodao;128.16;60.06
2006-10-27;frango_resfriado;frango;2.41;1.13
2006-10-27;milho;milho;21.45;10.05
2006-10-27;trigo_parana;trigo;525.0;246.02
2006-10-27;boi_gordo;boi;59.24;27.76
2006-10-27;acucar_cristal_sao_paulo;acucar;37.04;17.36
2006-10-27;etanol_hidratado;etanol;0.758;0.354
2006-10-27;etanol_anidro;etanol;0.8664;0.4046
2006-10-27;arroz_em_casca;arroz;25.2;11.81
2006-10-27;cafe_robusta;cafe;189.29;88.7
2006-10-27;frango_congelado;frango;2.39;1.12
2006-10-30;trigo_parana;trigo;524.69;244.04
2006-10-30;frango_congelado;frango;2.39;1.11
2006-10-30;algodao_8_dias;algodao;128.05;59.56
2006-10-30;boi_gordo;boi;58.88;27.39
2006-10-30;soja_paranagua;soja;34.08;15.85
2006-10-30;bezerro_ms;bezerro;371.12;172.61
2006-10-30;acucar_cristal_sao_paulo;acucar;37.07;17.24
2006-10-30;soja_parana;soja;32.03;14.9
2006-10-30;cafe_arabica;cafe;243.1;113.07
2006-10-30;cafe_robusta;cafe;189.79;88.27
2006-10-30;milho;milho;21.38;9.94
2006-10-30;frango_resfriado;frango;2.4;1.12
2006-10-30;arroz_em_casca;arroz;25.14;11.69
2006-10-31;cafe_robusta;cafe;191.03;89.14
2006-10-31;soja_parana;soja;31.82;14.85
2006-10-31;milho;milho;21.34;9.96
2006-10-31;trigo_parana;trigo;525.08;245.02
2006-10-31;bezerro_ms;bezerro;371.54;173.38
2006-10-31;boi_gordo;boi;58.3;27.21
2006-10-31;soja_paranagua;soja;33.69;15.72
2006-10-31;algodao_8_dias;algodao;127.92;59.69
2006-10-31;frango_congelado;frango;2.34;1.09
2006-10-31;arroz_em_casca;arroz;25.3;11.81
2006-10-31;cafe_arabica;cafe;242.78;113.29
2006-10-31;acucar_cristal_sao_paulo;acucar;37.11;17.32
2006-10-31;frango_resfriado;frango;2.37;1.11
2006-11-01;algodao_8_dias;algodao;127.45;59.44
2006-11-01;frango_congelado;frango;2.33;1.09
2006-11-01;milho;milho;21.33;9.95
2006-11-01;cafe_arabica;cafe;244.58;114.08
2006-11-01;arroz_em_casca;arroz;25.46;11.88
2006-11-01;trigo_parana;trigo;526.33;245.49
2006-11-01;boi_gordo;boi;57.79;26.95
2006-11-01;soja_parana;soja;31.65;14.76
2006-11-01;soja_paranagua;soja;33.56;15.65
2006-11-01;frango_resfriado;frango;2.35;1.1
2006-11-01;bezerro_ms;bezerro;371.51;173.28
2006-11-01;acucar_cristal_sao_paulo;acucar;37.03;17.27
2006-11-01;cafe_robusta;cafe;191.25;89.2
2006-11-03;etanol_hidratado_outros_fins;etanol;0.867;0.4044
2006-11-03;soja_parana;soja;31.84;14.88
2006-11-03;trigo_parana;trigo;525.36;245.49
2006-11-03;cafe_robusta;cafe;195.27;91.25
2006-11-03;boi_gordo;boi;57.69;26.96
2006-11-03;frango_resfriado;frango;2.3;1.07
2006-11-03;bezerro_ms;bezerro;371.07;173.4
2006-11-03;etanol_anidro;etanol;0.8642;0.40299999999999997
2006-11-03;algodao_8_dias;algodao;127.45;59.56
2006-11-03;acucar_cristal_sao_paulo;acucar;36.73;17.16
2006-11-03;frango_congelado;frango;2.33;1.09
2006-11-03;cafe_arabica;cafe;256.23;119.73
2006-11-03;milho;milho;21.26;9.94
2006-11-03;etanol_hidratado;etanol;0.7592;0.3541
2006-11-03;arroz_em_casca;arroz;25.43;11.87
2006-11-03;soja_paranagua;soja;33.75;15.77
2006-11-06;algodao_8_dias;algodao;127.68;59.75
2006-11-06;boi_gordo;boi;56.95;26.65
2006-11-06;cafe_robusta;cafe;198.23;92.76
2006-11-06;frango_congelado;frango;2.36;1.1
2006-11-06;soja_paranagua;soja;33.8;15.81
2006-11-06;arroz_em_casca;arroz;25.51;11.94
2006-11-06;bezerro_ms;bezerro;370.97;173.59
2006-11-06;cafe_arabica;cafe;257.67;120.58
2006-11-06;soja_parana;soja;32.03;14.99
2006-11-06;trigo_parana;trigo;524.24;245.31
2006-11-06;frango_resfriado;frango;2.3;1.08
2006-11-06;acucar_cristal_sao_paulo;acucar;36.53;17.09
2006-11-06;milho;milho;21.58;10.1
2006-11-07;trigo_parana;trigo;524.0;245.09
2006-11-07;frango_congelado;frango;2.31;1.08
2006-11-07;cafe_arabica;cafe;258.4;120.86
2006-11-07;frango_resfriado;frango;2.25;1.05
2006-11-07;bezerro_ms;bezerro;371.14;173.59
2006-11-07;algodao_8_dias;algodao;127.56;59.66
2006-11-07;arroz_em_casca;arroz;25.68;12.01
2006-11-07;cafe_robusta;cafe;201.63;94.31
2006-11-07;acucar_cristal_sao_paulo;acucar;36.86;17.24
2006-11-07;soja_paranagua;soja;33.52;15.68
2006-11-07;milho;milho;22.14;10.36
2006-11-07;soja_parana;soja;32.12;15.02
2006-11-07;boi_gordo;boi;56.6;26.47
2006-11-08;frango_congelado;frango;2.29;1.07
2006-11-08;cafe_arabica;cafe;261.8;122.05
2006-11-08;soja_parana;soja;32.53;15.16
2006-11-08;soja_paranagua;soja;34.06;15.88
2006-11-08;frango_resfriado;frango;2.24;1.04
2006-11-08;milho;milho;22.36;10.42
2006-11-08;boi_gordo;boi;56.45;26.32
2006-11-08;arroz_em_casca;arroz;25.73;12.0
2006-11-08;trigo_parana;trigo;519.86;242.36
2006-11-08;cafe_robusta;cafe;200.69;93.56
2006-11-08;algodao_8_dias;algodao;127.65;59.51
